Semaine;cadre du piégeage;date pose;;;;;;;;;;;date relevé;Piège;commune;village;nom;lambx;lamby;alt;date;precipitation;tn;tx;un;ux;Environnement;eau;débris;Y;X;nombre œufs;espèces;sexe;nombre;observations;agents
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;4;Koungou;Koungou;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;claire;faibles;-12.736728;45.211373;x;Ae. albopictus;F;21;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;5;Koungou;Koungou;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;trouble;eleves;-12.736737;45.211307;x;Ae. albopictus;M;9;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;5;Koungou;Koungou;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;trouble;eleves;-12.736737;45.211307;x;Ae. albopictus;F;6;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;6;Koungou;Koungou;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;claire;faibles;-12.735929;45.212028;x;Ae. albopictus;M;5;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;6;Koungou;Koungou;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;claire;faibles;-12.735929;45.212028;x;Ae. albopictus;F;11;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;6;Koungou;Koungou;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;claire;faibles;-12.735929;45.212028;x;E. quinquevittatus;M;10;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;6;Koungou;Koungou;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;claire;faibles;-12.735929;45.212028;x;E. quinquevittatus;F;27;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;7;Koungou;Koungou;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;claire;faibles;-12.736063;45.212353;x;Ae. albopictus;F;29;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;7;Koungou;Koungou;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;claire;faibles;-12.736063;45.212353;x;Ae. albopictus;M;13;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;8;Koungou;Koungou;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;polluée;eleves;-12.784653;45.213437;x;E. quinquevittatus;F;14;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;8;Koungou;Koungou;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;polluée;eleves;-12.784653;45.213437;x;E. quinquevittatus;M;11;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;1;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;trouble;eleves;-12.728873;45.189997;x;Ae. albopictus;M;4;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;1;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;trouble;eleves;-12.728873;45.189997;x;Ae. albopictus;F;2;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;1;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;trouble;eleves;-12.728873;45.189997;x;Ae. vittatus;F;3;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;1;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;trouble;eleves;-12.728873;45.189997;x;Ae. vittatus;M;5;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;1;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;trouble;eleves;-12.728873;45.189997;x;E. subsimplicipes;F;13;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;1;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;trouble;eleves;-12.728873;45.189997;x;E. subsimplicipes;M;9;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;1;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;trouble;eleves;-12.728873;45.189997;x;Cx. quinquefasciatus;M;17;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;1;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;trouble;eleves;-12.728873;45.189997;x;Cx. quinquefasciatus;F;23;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;2;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;trouble;eleves;-12.730208;45.188323;x;Ae. aegypti;M;11;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;2;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;trouble;eleves;-12.730208;45.188323;x;Ae. aegypti;F;13;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;2;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;trouble;eleves;-12.730208;45.188323;x;Ae. albopictus;M;28;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;2;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;trouble;eleves;-12.730208;45.188323;x;Ae. albopictus;F;49;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;3;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;U;trouble;eleves;-12.730103;45.187517;x;Ae. albopictus;M;1;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;3;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;U;trouble;eleves;-12.730103;45.187517;x;Ae. albopictus;F;3;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;4;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;trouble;eleves;-12.730593;45.187795;x;Ae. aegypti;M;2;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;4;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;trouble;eleves;-12.730593;45.187795;x;Ae. aegypti;F;3;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;4;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;trouble;eleves;-12.730593;45.187795;x;Cx. quinquefasciatus;M;12;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;4;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;trouble;eleves;-12.730593;45.187795;x;Cx. quinquefasciatus;F;19;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;5;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;U;trouble;eleves;-12.730922;45.186777;x;Ae. albopictus;M;4;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;5;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;U;trouble;eleves;-12.730922;45.186777;x;Ae. albopictus;F;5;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;5;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;U;trouble;eleves;-12.730922;45.186777;x;Ae. aegypti;M;3;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;5;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;U;trouble;eleves;-12.730922;45.186777;x;Ae. aegypti;F;3;;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;6;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;U;;;-12731113;45.187412;;;;;support retourné;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;7;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;;;-12.731265;45.187862;;;;;support retourné;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;8;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;;;-12.732338;45.188305;;;;;pot retourné;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;9;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;U;;;-12.733173;45.187612;;;;;pot retourné;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;10;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;U;;;-12.73295;45.18749;;;;;support retourné;
12;TIS;16/03/2020;;;;;;;;;;;23/03/2020;11;Koungou;Kangani;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;;;-12.732617;45.189292;;;;;pot retourné;
12;RSI port Longoni;16/03/2020;;;;;;;;;;;23/03/2020;1;Koungou;Longoni;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;;;-12.728105;45.169961;;;;;support absent;
12;RSI port Longoni;16/03/2020;;;;;;;;;;;23/03/2020;2;Koungou;Longoni;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;;;-12.721057;45.168441;;;;;support retourné;
12;RSI port Longoni;16/03/2020;;;;;;;;;;;23/03/2020;3;Koungou;Longoni;mamoudzou;77743;-36166;65;23/03/2020;;;;;;PU;;;-12.72308074;45.1682603;;;;;pot absent;
14;TIS;01/04/2020;;;;;;;;;;;07/04/2020;1;Koungou;Kangani;mamoudzou;77743;-36166;65;07/04/2020;;;;;;PU;;;-12.728873;45.189997;;;;;sec;
14;TIS;01/04/2020;;;;;;;;;;;07/04/2020;2;Koungou;Kangani;mamoudzou;77743;-36166;65;07/04/2020;;;;;;PU;;;-12.730208;45.188323;x;;;;pot absent;
14;TIS;01/04/2020;;;;;;;;;;;07/04/2020;3;Koungou;Kangani;mamoudzou;77743;-36166;65;07/04/2020;;;;;;U;claire;faibles;-12.730103;45.187517;x;Ae. albopictus;M;2;;
14;TIS;01/04/2020;;;;;;;;;;;07/04/2020;3;Koungou;Kangani;mamoudzou;77743;-36166;65;07/04/2020;;;;;;U;claire;faibles;-12.730103;45.187517;x;Ae. albopictus;F;2;;
14;TIS;01/04/2020;;;;;;;;;;;07/04/2020;3;Koungou;Kangani;mamoudzou;77743;-36166;65;07/04/2020;;;;;;U;claire;faibles;-12.730103;45.187517;x;Ae. aegypti;M;1;;
14;TIS;01/04/2020;;;;;;;;;;;07/04/2020;3;Koungou;Kangani;mamoudzou;77743;-36166;65;07/04/2020;;;;;;U;claire;faibles;-12.730103;45.187517;x;Ae. aegypti;F;3;;
14;TIS;01/04/2020;;;;;;;;;;;07/04/2020;4;Koungou;Kangani;mamoudzou;77743;-36166;65;07/04/2020;;;;;;PU;;;-12.730593;-12.730593;;;;;sec;
14;TIS;01/04/2020;;;;;;;;;;;07/04/2020;5;Koungou;Kangani;mamoudzou;77743;-36166;65;07/04/2020;;;;;;U;trouble;eleves;-12.730922;45.186777;x;Ae. albopictus;M;3;;
14;TIS;01/04/2020;;;;;;;;;;;07/04/2020;5;Koungou;Kangani;mamoudzou;77743;-36166;65;07/04/2020;;;;;;U;trouble;eleves;-12.730922;45.186777;x;Ae. albopictus;F;5;;
14;TIS;01/04/2020;;;;;;;;;;;07/04/2020;6;Koungou;Kangani;mamoudzou;77743;-36166;65;07/04/2020;;;;;;U;;;-12731113;45.187412;;;;;sec;
14;TIS;01/04/2020;;;;;;;;;;;07/04/2020;7;Koungou;Kangani;mamoudzou;77743;-36166;65;07/04/2020;;;;;;PU;;;-12.731265;45.187862;;;;;support absent;
14;TIS;01/04/2020;;;;;;;;;;;07/04/2020;8;Koungou;Kangani;mamoudzou;77743;-36166;65;07/04/2020;;;;;;PU;polluée;eleves;-12.732338;45.188305;x;Ae. albopictus;M;9;;
14;TIS;01/04/2020;;;;;;;;;;;07/04/2020;8;Koungou;Kangani;mamoudzou;77743;-36166;65;07/04/2020;;;;;;PU;polluée;eleves;-12.732338;45.188305;x;Ae. albopictus;F;8;;
14;TIS;01/04/2020;;;;;;;;;;;07/04/2020;9;Koungou;Kangani;mamoudzou;77743;-36166;65;07/04/2020;;;;;;U;;;-12.733173;45.187612;;;;;sec;
14;TIS;01/04/2020;;;;;;;;;;;07/04/2020;10;Koungou;Kangani;mamoudzou;77743;-36166;65;07/04/2020;;;;;;U;;;-12.73295;45.18749;;;;;support absent;
14;TIS;01/04/2020;;;;;;;;;;;07/04/2020;11;Koungou;Kangani;mamoudzou;77743;-36166;65;07/04/2020;;;;;;PU;;;-12.732617;45.189292;;;;;pot retourné;
15;TIS;07/04/2020;;;;;;;;;;;14/04/2020;1;Koungou;Koungou;mamoudzou;77743;-36166;65;14/04/2020;;;;;;PU;trouble;eleves;-12.737952;45.211288;x;E. quinquevittatus;M;18;;
15;TIS;07/04/2020;;;;;;;;;;;14/04/2020;1;Koungou;Koungou;mamoudzou;77743;-36166;65;14/04/2020;;;;;;PU;trouble;eleves;-12.737952;45.211288;x;E. quinquevittatus;F;25;;
15;TIS;07/04/2020;;;;;;;;;;;14/04/2020;2;Koungou;Koungou;mamoudzou;77743;-36166;65;14/04/2020;;;;;;PU;;;-12.737445;45.217375;;;;;sec;
15;TIS;07/04/2020;;;;;;;;;;;14/04/2020;3;Koungou;Koungou;mamoudzou;77743;-36166;65;14/04/2020;;;;;;PU;;;-12.737133;45.187517;;;;;support retourné;
15;TIS;07/04/2020;;;;;;;;;;;14/04/2020;4;Koungou;Koungou;mamoudzou;77743;-36166;65;14/04/2020;;;;;;PU;;;-12.736728;45.211373;;;;;pot retourné;
15;TIS;07/04/2020;;;;;;;;;;;14/04/2020;5;Koungou;Koungou;mamoudzou;77743;-36166;65;14/04/2020;;;;;;PU;;;-12.736737;45.211307;;;;;pot retourné;
15;TIS;07/04/2020;;;;;;;;;;;14/04/2020;6;Koungou;Koungou;mamoudzou;77743;-36166;65;14/04/2020;;;;;;PU;;;-12.735929;45.212028;;;;;sec;
15;TIS;07/04/2020;;;;;;;;;;;14/04/2020;7;Koungou;Koungou;mamoudzou;77743;-36166;65;14/04/2020;;;;;;PU;;;-12.736063;45.212353;;;;;support absent;
15;TIS;07/04/2020;;;;;;;;;;;14/04/2020;8;Koungou;Koungou;mamoudzou;77743;-36166;65;14/04/2020;;;;;;PU;;;-12.784653;45.213437;;;;;support retourné;
15;TIS;08/04/2020;;;;;;;;;;;15/04/2020;1;Koungou;Kangani;mamoudzou;77743;-36166;65;15/04/2020;;;;;;PU;;;-12.728873;45.189997;;;;;sec;
15;TIS;08/04/2020;;;;;;;;;;;15/04/2020;2;Koungou;Kangani;mamoudzou;77743;-36166;65;15/04/2020;;;;;;PU;;;-12.730208;45.188323;;;;;pot absent;
15;TIS;08/04/2020;;;;;;;;;;;15/04/2020;3;Koungou;Kangani;mamoudzou;77743;-36166;65;15/04/2020;;;;;;U;claire;faibles;-12.730103;45.187517;x;Ae. albopictus;M;4;;
15;TIS;08/04/2020;;;;;;;;;;;15/04/2020;3;Koungou;Kangani;mamoudzou;77743;-36166;65;15/04/2020;;;;;;PU;claire;faibles;-12.730103;45.187517;x;Ae. albopictus;F;3;;
15;TIS;08/04/2020;;;;;;;;;;;15/04/2020;4;Koungou;Kangani;mamoudzou;77743;-36166;65;15/04/2020;;;;;;PU;;;-12.730593;-12.730593;;;;;support absent;
15;TIS;08/04/2020;;;;;;;;;;;15/04/2020;5;Koungou;Kangani;mamoudzou;77743;-36166;65;15/04/2020;;;;;;PU;;;-12.730922;45.186777;;;;;support retourné;
15;TIS;08/04/2020;;;;;;;;;;;15/04/2020;6;Koungou;Kangani;mamoudzou;77743;-36166;65;15/04/2020;;;;;;PU;;;-12731113;45.187412;;;;;support retourné;
15;TIS;08/04/2020;;;;;;;;;;;15/04/2020;7;Koungou;Kangani;mamoudzou;77743;-36166;65;15/04/2020;;;;;;PU;;;-12.731265;45.187862;;;;;pot retourné;
15;TIS;08/04/2020;;;;;;;;;;;15/04/2020;8;Koungou;Kangani;mamoudzou;77743;-36166;65;15/04/2020;;;;;;PU;;;-12.732338;45.188305;;;;;sec;Ella- Mourssa ( cas n° 112)
15;TIS;08/04/2020;;;;;;;;;;;15/04/2020;9;Koungou;Kangani;mamoudzou;77743;-36166;65;15/04/2020;;;;;;PU;;;-12.733173;45.187612;;;;;sec;Ella- Mourssa ( cas n° 112)
15;TIS;08/04/2020;;;;;;;;;;;15/04/2020;10;Koungou;Kangani;mamoudzou;77743;-36166;65;15/04/2020;;;;;;PU;;;-12.73295;45.18749;;;;;sec;
15;TIS;08/04/2020;;;;;;;;;;;15/04/2020;11;Koungou;Kangani;mamoudzou;77743;-36166;65;15/04/2020;;;;;;PU;;;-12.732617;45.189292;;;;;sec;
15;RSI port Longoni;09/04/2020;;;;;;;;;;;16/04/2020;1;Koungou;Longoni;mamoudzou;77743;-36166;65;16/04/2020;;;;;;PU;;;-12.728105;45.169961;;;;;pot retourné;
15;RSI port Longoni;09/04/2020;;;;;;;;;;;16/04/2020;2;Koungou;Longoni;mamoudzou;77743;-36166;65;16/04/2020;;;;;;PU;claire;faibles;-12.721057;45.168441;x;Ae. albopictus;M;1;;
15;RSI port Longoni;09/04/2020;;;;;;;;;;;16/04/2020;2;Koungou;Longoni;mamoudzou;77743;-36166;65;16/04/2020;;;;;;PU;claire;faibles;-12.721057;45.168441;x;Ae. albopictus;F;9;;
15;RSI port Longoni;09/04/2020;;;;;;;;;;;16/04/2020;3;Koungou;Longoni;mamoudzou;77743;-36166;65;16/04/2020;;;;;;PU;claire;faibles;-12.72308074;45.1682603;x;Ae. albopictus;M;7;;
15;RSI port Longoni;09/04/2020;;;;;;;;;;;16/04/2020;3;Koungou;Longoni;mamoudzou;77743;-36166;65;16/04/2020;;;;;;PU;claire;faibles;-12.72308074;45.1682603;x;Ae. albopictus;F;6;;
16;suivi de site;15/04/2020;;;;;;;;;;;22/04/2020;1;Mtsamboro;M'Tsamboro;mtsamboro;;;;22/04/2020;0.2;23.5;33.4;;;RU;trouble;eleves;-12.696179;45.071166;x;Ae. albopictus;M;9;;
16;suivi de site;15/04/2020;;;;;;;;;;;22/04/2020;1;Mtsamboro;M'Tsamboro;mtsamboro;;;;22/04/2020;0.2;23.5;33.4;;;RU;trouble;eleves;-12.696179;45.071166;x;Ae. albopictus;F;12;;
16;suivi de site;15/04/2020;;;;;;;;;;;22/04/2020;2;Mtsamboro;M'Tsamboro;mtsamboro;;;;22/04/2020;0.2;23.5;33.4;;;U;;;-12.698786;45.069612;;;;;sec;
16;suivi de site;15/04/2020;;;;;;;;;;;22/04/2020;3;Mtsamboro;M'Tsamboro;mtsamboro;;;;22/04/2020;0.2;23.5;33.4;;;PU;;;-12.703138;45.064713;;;;;sec;
16;RSI port Longoni;15/04/2020;;;;;;;;;;;22/04/2020;1;Koungou;Longoni;mamoudzou;77743;-36166;65;22/04/2020;;;;;;PU;;;-12.728105;45.169961;;;;;sec;
16;RSI port Longoni;15/04/2020;;;;;;;;;;;22/04/2020;2;Koungou;Longoni;mamoudzou;77743;-36166;65;22/04/2020;;;;;;U;;;-12.721057;45.168441;;;;;sec;
16;RSI port Longoni;15/04/2020;;;;;;;;;;;22/04/2020;3;Koungou;Longoni;mamoudzou;77743;-36166;65;22/04/2020;;;;;;PU;;;-12.72308;45.16826;;;;;sec;
16;suivi de site;16/04/2020;;;;;;;;;;;23/04/2020;1;Tsingoni;Combani;mamoudzou;77743;-36166;65;22/04/2020;;;;;;U;trouble;eleves;-12.790057;45.136375;x;Ae. aegypti;F;23;;
16;suivi de site;16/04/2020;;;;;;;;;;;23/04/2020;1;Tsingoni;Combani;mamoudzou;77743;-36166;65;22/04/2020;;;;;;U;trouble;eleves;-12.790057;45.136375;x;Ae. aegypti;M;10;;
16;suivi de site;16/04/2020;;;;;;;;;;;23/04/2020;2;Tsingoni;Combani;mamoudzou;77743;-36166;65;22/04/2020;;;;;;PU;;;-12.787129;45.136426;;Ae. albopictus;F;8;pot retourné;
16;suivi de site;16/04/2020;;;;;;;;;;;23/04/2020;3;Tsingoni;Combani;mamoudzou;77743;-36166;65;22/04/2020;;;;;;RU;;;-12.799184;45.131766;;Ae. albopictus;M;11;pot retourné;
16;suivi de site;23/04/2020;;;;;;;;;;;29/04/2020;1;Chirongui;Poroani;bandrele;;;;29/04/2020;2.8;;;;;PU;;;-12.898602;45.144943;;;;;pot absent;
16;suivi de site;23/04/2020;;;;;;;;;;;29/04/2020;2;Chirongui;Poroani;bandrele;;;;29/04/2020;2.8;;;;;U;;;-12.892639;45.143049;;;;;pot absent;
16;suivi de site;23/04/2020;;;;;;;;;;;29/04/2020;3;Chirongui;Poroani;bandrele;;;;29/04/2020;2.8;;;;;U;;;-12.891217;45.13983;;;;;pot absent;
16;suivi de site;19/05/2020;;;;;;;;;;;05/05/2020;8;Koungou;Koungou;mamoudzou;77743;-36166;65;05/05/2020;;;;;;PU;trouble;eleves;-12.784653;45.213437;x;Ae. albopictus;M;12;;
17;suivi de site;29/04/2020;;;;;;;;;;;06/05/2020;1;Bandrele;Bandrele;bandrele;;;;06/05/2020;0;;;;;U;;;;;;;;;sec;
17;suivi de site;29/04/2020;;;;;;;;;;;06/05/2020;2;Bandrele;Bandrele;bandrele;;;;06/05/2020;0;;;;;PU;;;-12.913854;45.194372;;;;;support absent;
17;suivi de site;29/04/2020;;;;;;;;;;;06/05/2020;3;Bandrele;Bandrele;bandrele;;;;06/05/2020;0;;;;;PU;;;;;;;;;sec;
19;TIS;05/05/2020;;;;;;;;;;;07/05/2020;1;Koungou;Kangani;mamoudzou;77743;-36166;65;07/05/2020;;;;;;PU;;;-12.728873;45.189997;;;;;support retourné;
19;TIS;05/05/2020;;;;;;;;;;;07/05/2020;2;Koungou;Kangani;mamoudzou;77743;-36166;65;07/05/2020;;;;;;PU;;;-12.730208;45.188323;;;;;pot absent;
19;TIS;05/05/2020;;;;;;;;;;;07/05/2020;3;Koungou;Kangani;mamoudzou;77743;-36166;65;07/05/2020;;;;;;U;;;-12.730103;45.187517;;;;;support retourné;
19;TIS;05/05/2020;;;;;;;;;;;07/05/2020;4;Koungou;Kangani;mamoudzou;77743;-36166;65;07/05/2020;;;;;;PU;;;-12.730593;-12.730593;;;;;support retourné;
19;TIS;05/05/2020;;;;;;;;;;;07/05/2020;5;Koungou;Kangani;mamoudzou;77743;-36166;65;07/05/2020;;;;;;U;;;-12.730922;45.186777;;;;;pot retourné;
19;TIS;05/05/2020;;;;;;;;;;;07/05/2020;6;Koungou;Kangani;mamoudzou;77743;-36166;65;07/05/2020;;;;;;U;claire;faibles;-12731113;45.187412;;Ae. albopictus;M;2;;
19;TIS;05/05/2020;;;;;;;;;;;07/05/2020;6;Koungou;Kangani;mamoudzou;77743;-36166;65;07/05/2020;;;;;;U;claire;faibles;-12731113;45.187412;;Ae. albopictus;F;5;;
19;TIS;05/05/2020;;;;;;;;;;;07/05/2020;7;Koungou;Kangani;mamoudzou;77743;-36166;65;07/05/2020;;;;;;PU;trouble;eleves;-12.731265;45.187862;;Ae. albopictus;M;3;;
19;TIS;05/05/2020;;;;;;;;;;;07/05/2020;7;Koungou;Kangani;mamoudzou;77743;-36166;65;07/05/2020;;;;;;PU;trouble;eleves;-12.731265;45.187862;;Ae. albopictus;F;1;;
19;TIS;05/05/2020;;;;;;;;;;;07/05/2020;8;Koungou;Kangani;mamoudzou;77743;-36166;65;07/05/2020;;;;;;PU;;;-12.732338;45.188305;;;;;support absent;
19;TIS;05/05/2020;;;;;;;;;;;07/05/2020;9;Koungou;Kangani;mamoudzou;77743;-36166;65;07/05/2020;;;;;;U;;;-12.733173;45.187612;;;;;pot absent;
19;TIS;05/05/2020;;;;;;;;;;;07/05/2020;10;Koungou;Kangani;mamoudzou;77743;-36166;65;07/05/2020;;;;;;U;;;-12.73295;45.18749;;;;;pot retourné;
19;TIS;05/05/2020;;;;;;;;;;;07/05/2020;11;Koungou;Kangani;mamoudzou;77743;-36166;65;07/05/2020;;;;;;UR;;;-12.732617;45.189292;;;;;pot retourné;
19;TIS;30/04/2020;;;;;;;;;;;07/05/2020;1;Kani-Keli;Kani-Keli;bandrele;;;;07/05/2020;4.6;;;;;U;;;-12.960417;45.102055;;;;;;
19;TIS;30/04/2020;;;;;;;;;;;07/05/2020;2;Kani-Keli;Kani-Keli;bandrele;;;;07/05/2020;4.6;;;;;PU;;;-12.955812;45.106363;;;;;;
19;TIS;30/04/2020;;;;;;;;;;;07/05/2020;3;Kani-Keli;Kani-Keli;bandrele;;;;07/05/2020;4.6;;;;;PU;;;-12.954442;45.101697;;;;;;
19;TIS;05/05/2020;;;;;;;;;;;12/05/2020;1;Koungou;Koungou;mamoudzou;77743;-36166;65;12/05/2020;;;;;;PU;claire;faibles;-12.737952;45.211288;;Ae. albopictus;M;2;;
19;TIS;05/05/2020;;;;;;;;;;;12/05/2020;1;Koungou;Koungou;mamoudzou;77743;-36166;65;12/05/2020;;;;;;PU;claire;faibles;-12.737952;45.211288;;Ae. albopictus;F;3;;
19;TIS;05/05/2020;;;;;;;;;;;12/05/2020;2;Koungou;Koungou;mamoudzou;77743;-36166;65;12/05/2020;;;;;;PU;;;-12.737445;45.217375;;;;;support absent;
19;TIS;05/05/2020;;;;;;;;;;;12/05/2020;3;Koungou;Koungou;mamoudzou;77743;-36166;65;12/05/2020;;;;;;PU;;;-12.737133;45.187517;;;;;pot retourné;
19;TIS;05/05/2020;;;;;;;;;;;12/05/2020;4;Koungou;Koungou;mamoudzou;77743;-36166;65;12/05/2020;;;;;;PU;;;-12.736728;45.211373;;;;;pot retourné;
19;TIS;05/05/2020;;;;;;;;;;;12/05/2020;5;Koungou;Koungou;mamoudzou;77743;-36166;65;12/05/2020;;;;;;PU;;;-12.736737;45.211307;;;;;pot retourné;
19;TIS;05/05/2020;;;;;;;;;;;12/05/2020;6;Koungou;Koungou;mamoudzou;77743;-36166;65;12/05/2020;;;;;;PU;;;-12.735929;45.212028;;;;;pot retourné;
18;suivi de site;05/05/2020;;;;;;;;;;;12/05/2020;7;Koungou;Koungou;mamoudzou;77743;-36166;65;12/05/2020;;;;;;PU;;;-12.736063;45.212353;;;;;sec;
18;suivi de site;05/05/2020;;;;;;;;;;;12/05/2020;8;Koungou;Koungou;mamoudzou;77743;-36166;65;12/05/2020;;;;;;PU;claire;faibles;-12.784653;45.213437;;Ae. albopictus;M;3;;
18;suivi de site;05/05/2020;;;;;;;;;;;12/05/2020;8;Koungou;Koungou;mamoudzou;77743;-36166;65;12/05/2020;;;;;;PU;claire;faibles;-12.784653;45.213437;;Ae. albopictus;F;3;;
18;suivi de site;17/04/2020;;;;;;;;;;;15/05/2020;1;Dembeni;Tsararano;dembeni;77736;-36304;20;15/05/2020;;;;;;RU;trouble;eleves;-12.837195;45.185931;x;Ae. aegypti;F;16;;
18;suivi de site;18/04/2020;;;;;;;;;;;15/05/2020;1;Dembeni;Tsararano;dembeni;77736;-36304;20;15/05/2020;;;;;;RU;trouble;eleves;-12.837195;45.185931;x;Ae. aegypti;M;9;;
18;suivi de site;19/04/2020;;;;;;;;;;;15/05/2020;2;Dembeni;Tsararano;dembeni;77736;-36304;20;15/05/2020;;;;;;U;;;-12.837445;45.177709;;;;;pot absent;
22;suivi de site;20/04/2020;;;;;;;;;;;15/05/2020;3;Dembeni;Tsararano;dembeni;77736;-36304;20;15/05/2020;;;;;;PU;;;-12.837504;45.174244;;;;;sec;
22;suivi de site;14/05/2020;;;;;;;;;;;21/05/2020;1;Mtsamboro;M'Tsamboro;mtsamboro;;;;21/05/2020;0;23.5;32;;;PU;;;-12.696179;45.071166;;;;;sec;
22;suivi de site;14/05/2020;;;;;;;;;;;21/05/2020;2;Mtsamboro;M'Tsamboro;mtsamboro;;;;21/05/2020;0;23.5;32;;;U;;;-12.698786;45.069666;;;;;sec;
