Semaine;cadre du piégeage;date pose;;;;;;;;;;;date relevé;Piège;commune;village;nom;lambx;lamby;alt;date;precipitation;tn;tx;un;ux;Environnement;eau;débris;Y;X;nombre œufs;espèces;sexe;nombre;observations;agents
6;suivi de site;10/02/2020;;;;;;;;;;;18/02/2020;3;Pamandzi;Pamandzi;pamandzi;;;;18/02/2020;0;26.5;33;;;pu;claire;faibles;-12.806438;45.2828;x;Ae. albopictus;F;7;;
6;suivi de site;10/02/2020;;;;;;;;;;;18/02/2020;3;Pamandzi;Pamandzi;pamandzi;;;;18/02/2020;0;26.5;33;;;pu;claire;faibles;-12.806438;45.2828;x;Ae. albopictus;M;3;;
6;suivi de site;10/02/2020;;;;;;;;;;;18/02/2020;1;Dzaoudzi /Labattoir;Labattoir;pamandzi;;;;18/02/2020;0;26.5;33;;;u;trouble;eleves;-12.781331;45.257037;x;Ae. albopictus;F;13;;
6;RSI port Dzaoudzi;10/02/2020;;;;;;;;;;;18/02/2020;1;Dzaoudzi /Labattoir;Labattoir;pamandzi;;;;18/02/2020;0;26.5;33;;;u;trouble;eleves;-12.781331;45.257037;x;Ae. albopictus;M;8;;
6;RSI port Dzaoudzi;10/02/2020;;;;;;;;;;;18/02/2020;2;Dzaoudzi /Labattoir;Labattoir;pamandzi;;;;18/02/2020;0;26.5;33;;;u;trouble;eleves;-12.780903;45.25596;x;Ae. aegypti;F;19;;
6;RSI port Dzaoudzi;10/02/2020;;;;;;;;;;;18/02/2020;2;Dzaoudzi /Labattoir;Labattoir;pamandzi;;;;18/02/2020;0;26.5;33;;;u;trouble;eleves;-12.780903;45.25596;x;Ae. aegypti;M;6;;
6;RSI port Dzaoudzi;10/02/2020;;;;;;;;;;;18/02/2020;3;Dzaoudzi /Labattoir;Labattoir;pamandzi;;;;18/02/2020;0;26.5;33;;;u;;;-12.781941;45.255825;;;;;support absent;
6;RSI port Dzaoudzi;10/02/2020;;;;;;;;;;;18/02/2020;1;Dzaoudzi /Labattoir;Labattoir;pamandzi;;;;18/02/2020;0;26.5;33;;;u;claire;faibles;-12.782298;45.254961;x;Ae. albopictus;F;12;;
6;suivi de site;10/02/2020;;;;;;;;;;;18/02/2020;1;Dzaoudzi /Labattoir;Labattoir;pamandzi;;;;18/02/2020;0;26.5;33;;;u;claire;faibles;-12.782298;45.254961;x;Ae. albopictus;M;7;;
6;suivi de site;10/02/2020;;;;;;;;;;;18/02/2020;2;Dzaoudzi /Labattoir;Labattoir;pamandzi;;;;18/02/2020;0;26.5;33;;;u;;;-12.782538;45.254437;;;;;pot absent;
6;suivi de site;10/02/2020;;;;;;;;;;;18/02/2020;3;Dzaoudzi /Labattoir;Labattoir;pamandzi;;;;18/02/2020;0;26.5;33;;;u;trouble;eleves;-12.782921;45.254866;x;Ae. aegypti;F;7;;
6;suivi de site;10/02/2020;;;;;;;;;;;18/02/2020;3;Dzaoudzi /Labattoir;Labattoir;pamandzi;;;;18/02/2020;0;26.5;33;;;u;trouble;eleves;-12.782921;45.254866;x;Ae. aegypti;M;3;;
6;suivi de site;12/02/2020;;;;;;;;;;;20/02/2020;1;Dembeni;Tsararano;dembeni;77736;-36304;20;20/02/2020;35.8;24.3;32.4;;;U;trouble;faibles;-12.837516;45.173958;x;Ae. albopictus;F;29;;
6;suivi de site;12/02/2020;;;;;;;;;;;20/02/2020;1;Dembeni;Tsararano;dembeni;77736;-36304;20;20/02/2020;35.8;24.3;32.4;;;U;trouble;faibles;-12.837516;45.173958;x;Ae. albopictus;M;14;;
7;TIS;12/02/2020;;;;;;;;;;;20/02/2020;2;Dembeni;Tsararano;dembeni;77736;-36304;20;20/02/2020;35.8;24.3;32.4;;;PU;trouble;faibles;-12.836843;45.178336;x;Ae. aegypti;F;35;;
7;TIS;12/02/2020;;;;;;;;;;;20/02/2020;2;Dembeni;Tsararano;dembeni;77736;-36304;20;20/02/2020;35.8;24.3;32.4;;;PU;trouble;faibles;-12.836843;45.178336;x;Ae. aegypti;M;19;;
7;TIS;12/02/2020;;;;;;;;;;;20/02/2020;3;Dembeni;Tsararano;dembeni;77736;-36304;20;20/02/2020;35.8;24.3;32.4;;;R;trouble;faibles;-12.831521;45.19054;x;Ae. albopictus;F;14;;
7;TIS;12/02/2020;;;;;;;;;;;20/02/2020;3;Dembeni;Tsararano;dembeni;77736;-36304;20;20/02/2020;35.8;24.3;32.4;;;R;trouble;faibles;-12.831521;45.19054;x;Ae. albopictus;M;8;;
7;TIS;28/01/2020;;;;;;;;;;;21/02/2020;1;Mamoudzou;Kaweni;mamoudzou;77743;-36166;65;21/02/2020;;;;;;U;trouble;eleves;-12.765871;45.226377;x;Ae. albopictus;F;33;;
7;TIS;28/01/2020;;;;;;;;;;;21/02/2020;1;Mamoudzou;Kaweni;mamoudzou;77743;-36166;65;21/02/2020;;;;;;u;trouble;eleves;-12.765871;45.226377;x;Ae. albopictus;M;14;;
7;TIS;28/01/2020;;;;;;;;;;;21/02/2020;2;Mamoudzou;Kaweni;mamoudzou;77743;-36166;65;21/02/2020;;;;;;u;claire;faibles;-12.765716;45.226074;x;Ae. albopictus;F;41;;
7;TIS;28/01/2020;;;;;;;;;;;21/02/2020;2;Mamoudzou;Kaweni;mamoudzou;77743;-36166;65;21/02/2020;;;;;;u;claire;faibles;-12.765716;45.226074;x;Ae. albopictus;M;12;;
7;TIS;28/01/2020;;;;;;;;;;;21/02/2020;3;Mamoudzou;Kaweni;mamoudzou;77743;-36166;65;21/02/2020;;;;;;u;trouble;eleves;-12.765343;45.226323;x;Ae. albopictus;F;16;;
7;TIS;28/01/2020;;;;;;;;;;;21/02/2020;3;Mamoudzou;Kaweni;mamoudzou;77743;-36166;65;21/02/2020;;;;;;u;trouble;eleves;-12.765343;45.226323;x;Ae. albopictus;M;9;;
7;TIS;28/01/2020;;;;;;;;;;;21/02/2020;4;Mamoudzou;Kaweni;mamoudzou;77743;-36166;65;21/02/2020;;;;;;u;claire;faibles;-12.781331;45.257037;x;Ae. albopictus;F;18;;
7;TIS;17/02/2020;;;;;;;;;;;25/02/2020;1;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.781331;45.257037;x;Ae. aegypti;M;22;;
7;TIS;17/02/2020;;;;;;;;;;;25/02/2020;1;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.780903;45.25596;x;Ae. aegypti;F;11;;
7;TIS;17/02/2020;;;;;;;;;;;25/02/2020;2;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.780903;45.25596;x;Ae. albopictus;M;7;;
7;TIS;17/02/2020;;;;;;;;;;;25/02/2020;2;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.781941;45.255825;x;Ae. albopictus;F;31;;
7;TIS;17/02/2020;;;;;;;;;;;25/02/2020;3;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.781941;45.255825;x;Ae. aegypti;M;12;;
7;TIS;17/02/2020;;;;;;;;;;;25/02/2020;3;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.781941;45.255825;x;Ae. aegypti;F;25;;
2;suivi de site;17/02/2020;;;;;;;;;;;25/02/2020;1;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.782298;45.254961;x;Ae. aegypti;M;23;;
2;suivi de site;17/02/2020;;;;;;;;;;;25/02/2020;1;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.782298;45.254961;x;Ae. aegypti;F;17;;
2;suivi de site;17/02/2020;;;;;;;;;;;25/02/2020;2;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.782538;45.254437;x;Ae.albopictus;M;12;;
2;suivi de site;17/02/2020;;;;;;;;;;;25/02/2020;2;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.782538;45.254437;x;Ae.albopictus;F;37;;
5;suivi de site;17/02/2020;;;;;;;;;;;25/02/2020;3;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.782921;45.254866;x;Ae. aegypti;M;5;;
5;suivi de site;17/02/2020;;;;;;;;;;;25/02/2020;3;Dzaoudzi /Labattoir;Dzaoudzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.782921;45.254866;x;Ae. aegypti;F;2;;
5;suivi de site;17/02/2020;;;;;;;;;;;25/02/2020;1;Pamandzi;Pamandzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.802788;45.280685;x;Ae. albopictus;M;15;;
5;suivi de site;17/02/2020;;;;;;;;;;;25/02/2020;1;Pamandzi;Pamandzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.802788;45.280685;x;Ae. albopictus;F;19;;
5;suivi de site;17/02/2020;;;;;;;;;;;25/02/2020;2;Pamandzi;Pamandzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.80191;45.28373;x;Ae. aegypti;M;5;;
5;suivi de site;17/02/2020;;;;;;;;;;;25/02/2020;2;Pamandzi;Pamandzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.80191;45.28373;x;Ae. aegypti;F;23;;
8;suivi de site;17/02/2020;;;;;;;;;;;25/02/2020;3;Pamandzi;Pamandzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.806818;45.283596;x;Ae. albopictus;M;14;;
8;RSI port Dzaoudzi;17/02/2020;;;;;;;;;;;25/02/2020;3;Pamandzi;Pamandzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.806818;45.283596;x;Ae. albopictus;F;28;;
8;RSI port Dzaoudzi;17/02/2020;;;;;;;;;;;25/02/2020;1;Pamandzi;Pamandzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.803694;45.283;x;Ae. albopictus;M;11;;
8;RSI port Dzaoudzi;17/02/2020;;;;;;;;;;;25/02/2020;1;Pamandzi;Pamandzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.803694;45.283;x;Ae. albopictus;F;23;;
8;RSI port Dzaoudzi;17/02/2020;;;;;;;;;;;25/02/2020;2;Pamandzi;Pamandzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.805504;45.282;x;Ae. aegypti;M;6;;
8;RSI port Dzaoudzi;17/02/2020;;;;;;;;;;;25/02/2020;2;Pamandzi;Pamandzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.805504;45.282;x;Ae. aegypti;F;13;;
8;RSI port Dzaoudzi;17/02/2020;;;;;;;;;;;25/02/2020;3;Pamandzi;Pamandzi;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.806438;45.2828;x;Ae. albopictus;M;9;;
8;RSI port Dzaoudzi;17/02/2020;;;;;;;;;;;25/02/2020;3;Pamandzi;Koungou;pamandzi;;;;25/02/2020;11.5;25.2;28.9;;;u;claire;faibles;-12.806438;45.2828;x;Ae. albopictus;F;19;;
8;RSI port Dzaoudzi;20/02/2020;;;;;;;;;;;26/02/2020;1;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.728873;45.189997;x;Ae. albopictus;F;14;;
8;RSI port Dzaoudzi;20/02/2020;;;;;;;;;;;26/02/2020;1;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.728873;45.189997;x;Ae. albopictus;M;5;;
8;RSI port Dzaoudzi;20/02/2020;;;;;;;;;;;26/02/2020;2;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.730208;45.188323;x;Ae. albopictus;F;12;;
8;RSI port Dzaoudzi;20/02/2020;;;;;;;;;;;26/02/2020;2;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.730208;45.188323;x;Ae. albopictus;M;3;;
8;RSI port Dzaoudzi;20/02/2020;;;;;;;;;;;26/02/2020;3;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;;;-12.730103;45.187517;;;;;sec;
8;RSI aeroport;20/02/2020;;;;;;;;;;;26/02/2020;4;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.730593;45.187795;x;Ae. aegypti;F;11;;
8;RSI aeroport;20/02/2020;;;;;;;;;;;26/02/2020;4;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.730593;45.187795;x;Ae. aegypti;M;7;;
8;RSI aeroport;20/02/2020;;;;;;;;;;;26/02/2020;5;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.730922;45.186777;x;Ae. albopictus;F;34;;
8;RSI aeroport;20/02/2020;;;;;;;;;;;26/02/2020;5;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.730922;45.186777;x;Ae. albopictus;M;5;;
8;RSI aeroport;20/02/2020;;;;;;;;;;;26/02/2020;6;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;;;-12.731113;45.187412;;;;;sec;
8;RSI aeroport;20/02/2020;;;;;;;;;;;26/02/2020;7;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;trouble;eleves;-12.731265;45.187862;x;Eretmapodites;F;13;;
8;RSI aeroport;20/02/2020;;;;;;;;;;;26/02/2020;7;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;trouble;eleves;-12.731265;45.187862;x;Eretmapodites;M;6;;
8;RSI aeroport;20/02/2020;;;;;;;;;;;26/02/2020;8;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;trouble;eleves;-12.732338;45.188305;x;Ae. aegypti;F;19;;
8;RSI aeroport;20/02/2020;;;;;;;;;;;26/02/2020;8;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;trouble;eleves;-12.732338;45.188305;x;Ae. aegypti;M;7;;
8;RSI aeroport;20/02/2020;;;;;;;;;;;26/02/2020;9;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;;;-12.733173;45.187612;;;;;sec;
8;RSI aeroport;20/02/2020;;;;;;;;;;;26/02/2020;10;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;;;-12.732395;45.18749;;;;;sec;
8;RSI aeroport;20/02/2020;;;;;;;;;;;26/02/2020;11;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;;;-12.732617;45.189292;;;;;sec;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;1;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.737952;45.211288;x;Ae. albopictus;M;9;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;1;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.737952;45.211288;x;Ae. albopictus;F;12;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;2;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.737445;45.217375;x;Ae. albopictus;M;7;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;2;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.737445;45.217375;x;Ae. albopictus;F;15;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;3;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.737133;45.211163;x;Eretmapodites;M;17;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;3;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.737133;45.211163;x;Eretmapodites;F;28;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;4;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.736728;45.211373;x;Ae. aegypti;M;19;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;4;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.736728;45.211373;x;Ae. aegypti;F;9;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;5;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.736737;45.211307;x;Ae. albopictus;M;1;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;5;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.736737;45.211307;x;Ae. albopictus;F;13;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;6;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.735929;45.212028;x;Ae. aegypti;M;6;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;6;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.735929;45.212028;x;Ae. aegypti;F;22;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;7;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.736063;45.212353;x;Ae. albopictus;M;27;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;7;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.736063;45.212353;x;Ae. albopictus;F;21;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;8;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.784653;45.213437;x;Ae. albopictus;M;8;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;8;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.784653;45.213437;x;Ae. albopictus;F;16;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;1;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.728873;45.189997;x;Ae. albopictus;M;14;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;1;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.728873;45.189997;x;Ae. albopictus;F;6;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;2;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;trouble;eleves;-12.730208;45.188323;x;Ae. aegypti;M;3;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;2;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;trouble;eleves;-12.730208;45.188323;x;Ae. aegypti;F;12;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;3;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.730103;45.187517;x;Ae. albopictus;M;7;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;3;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.730103;45.187517;x;Ae. albopictus;F;11;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;4;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.730593;45.187795;x;Ae. albopictus;M;17;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;4;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.730593;45.187795;x;Ae. albopictus;F;32;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;5;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.730922;45.186777;x;Ae. aegypti;M;8;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;5;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.730922;45.186777;x;Ae. aegypti;F;15;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;6;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.731113;45.187412;x;Ae. aegypti;M;2;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;6;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.731113;45.187412;x;Ae. aegypti;F;9;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;7;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;trouble;eleves;-12.731265;45.187862;x;Eretmapodites;M;6;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;7;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;trouble;eleves;-12.731265;45.187862;x;Eretmapodites;F;24;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;8;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;trouble;eleves;-12.732338;45.188305;x;Ae. albopictus;M;3;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;8;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;trouble;eleves;-12.732338;45.188305;x;Ae. albopictus;F;8;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;9;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.733173;45.187612;x;Ae. aegypti;M;13;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;9;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.733173;45.187612;x;Ae. aegypti;F;19;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;10;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.732395;45.18749;x;Ae. albopictus;M;4;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;10;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.732395;45.18749;x;Ae. albopictus;F;9;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;11;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.732617;45.189292;x;Ae. albopictus;M;11;;
8;TIS;18/02/2020;;;;;;;;;;;26/02/2020;11;Koungou;Kangani;mamoudzou;77743;-36166;65;26/02/2020;;;;;;u;claire;faibles;-12.732617;45.189292;x;Ae. albopictus;F;17;;
8;RSI port Longoni;18/02/2020;;;;;;;;;;;26/02/2020;1;Koungou;Longoni;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.728105;45.169961;x;Ae. albopictus;M;12;;
8;RSI port Longoni;18/02/2020;;;;;;;;;;;26/02/2020;1;Koungou;Longoni;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.728105;45.169961;x;Ae. albopictus;F;23;;
8;RSI port Longoni;18/02/2020;;;;;;;;;;;26/02/2020;2;Koungou;Longoni;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.721057;45.168441;x;Ae. aegypti;M;14;;
8;RSI port Longoni;18/02/2020;;;;;;;;;;;26/02/2020;2;Koungou;Longoni;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.721057;45.168441;x;Ae. aegypti;F;24;;
8;RSI port Longoni;18/02/2020;;;;;;;;;;;26/02/2020;3;Koungou;Longoni;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.72308074;45.1682603;x;Ae. albopictus;M;6;;
8;RSI port Longoni;18/02/2020;;;;;;;;;;;26/02/2020;3;Koungou;Longoni;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.72308074;45.1682603;x;Ae. albopictus;F;9;;
8;TIS;20/02/2020;;;;;;;;;;;26/02/2020;1;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.737952;45.211288;x;Ae. albopictus;M;31;;
8;TIS;20/02/2020;;;;;;;;;;;26/02/2020;1;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.737952;45.211288;x;Ae. albopictus;F;17;;
8;TIS;20/02/2020;;;;;;;;;;;26/02/2020;2;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.737445;45.217375;x;Ae. aegypti;M;11;;
8;TIS;20/02/2020;;;;;;;;;;;26/02/2020;2;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.737445;45.217375;x;Ae. aegypti;F;8;;
8;TIS;20/02/2020;;;;;;;;;;;26/02/2020;3;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.737133;45.211163;x;Eretmapodites;M;14;;
8;TIS;20/02/2020;;;;;;;;;;;26/02/2020;3;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.737133;45.211163;x;Eretmapodites;F;6;;
8;TIS;20/02/2020;;;;;;;;;;;26/02/2020;4;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.736728;45.211373;x;Ae. albopictus;M;19;;
8;TIS;20/02/2020;;;;;;;;;;;26/02/2020;4;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.736728;45.211373;x;Ae. albopictus;F;8;;
8;TIS;20/02/2020;;;;;;;;;;;26/02/2020;5;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.736737;45.211307;x;Ae. albopictus;M;7;;
8;TIS;20/02/2020;;;;;;;;;;;26/02/2020;5;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.736737;45.211307;x;Ae. albopictus;F;18;;
8;TIS;20/02/2020;;;;;;;;;;;26/02/2020;6;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.735928;45.212028;x;Ae. aegypti;M;5;;
8;TIS;20/02/2020;;;;;;;;;;;26/02/2020;6;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.735928;45.212028;x;Ae. aegypti;F;12;;
8;TIS;20/02/2020;;;;;;;;;;;26/02/2020;7;Koungou;Koungou;mamoudzou;77743;-36166;65;26/02/2020;;;;;;pu;claire;faibles;-12.736063;45.212353;x;Ae. albopictus;M;16;;
