Year;Month;Date;Piege;Commune;Village;Environnement;Eau;Debris;H20;Oeufs;Albo_M;Tot_Albo;Aegypti_M;Tot_aegypti;Tot_Aedes;X;Y
2021;Juin;02/06/2021;3;Koungou;koungou;PU;claire;faibles;sec;51;19;19;1;1;20;522693,5;8592187,42
2021;Septembre;08/10/2021;5;Koungou;Koungou;PU;claire;faibles;sec;13;13;13;8;8;21;522709,17;8592231,19
2021;Juillet ;04/03/2021;7;Koungou;koungou;PU;claire;faibles;sec;114;19;19;8;4;23;522822,77;8592305,64
2021;Septembre;08/10/2021;3;Koungou;Koungou;PU;claire;faibles;sec;45;18;18;8;8;26;522693,5;8592187,42
2021;Septembre;09/03/2021;5;Koungou;koungou;PU;claire;faibles;sec;118;19;24;8;8;32;522709,17;8592231,19
2021;Septembre;04/03/2021;4;Koungou;koungou;PU;claire;faibles;sec;30;19;25;8;8;33;522716,33;8592232,18
2021;Septembre;29/07/2021;2;Koungou;Koungou;PU;claire;faibles;sec;64;29;29;8;8;37;523367,81;8592152,36
2021;Septembre;08/06/2021;6;Koungou;koungou;PU;claire;faibles;sec;220;37;37;8;8;45;522787,51;8592320,59
2021;Septembre;04/03/2021;8;Koungou;koungou;PU;claire;faibles;sec;81;19;17;8;29;46;522936,03;8586932,22
2021;Juin;08/10/2021;2;Koungou;Koungou;PU;claire;faibles;sec;68;19;19;27;27;46;523367,81;8592152,36
2021;Septembre;01/10/2021;3;Koungou;Koungou;PU;claire;faibles;sec;63;39;39;8;8;47;522693,5;8592187,42
2021;Octobre;29/07/2021;5;Koungou;Koungou;PU;claire;faibles;sec;53;45;45;8;8;53;522709,17;8592231,19
2021;Octobre;06/05/2021;6;Koungou;koungou;PU;claire;faibles;sec;93;49;49;8;8;57;522787,51;8592320,48
2021;Octobre;08/06/2021;8;Koungou;koungou;PU;claire;faibles;sec;60;52;52;8;8;60;522936,03;8586932,22
2021;Septembre;04/03/2021;3;Koungou;koungou;PU;claire;faibles;sec;76;19;27;8;33;60;522693,5;8592187,42
2021;Octobre;04/03/2021;2;Koungou;koungou;PU;claire;faibles;sec;228;19;98;8;8;106;523367,81;8592152,36
2021;Octobre;23/03/2021;5;Koungou;koungou;PU;claire;faibles;sec;133;19;108;8;8;116;522709,17;8592231,19
2021;Mars ;07/07/2021;3;Koungou;Koungou;PU;Neutre;faibles;sec;0;0;0;0;0;0;522693,5;8592187,42
2021;Mars ;07/07/2021;7;Koungou;Koungou;PU;Neutre;faibles;sec;0;0;0;0;0;0;522822,77;8592305,64
2021;Mars ;07/07/2021;8;Koungou;Koungou;PU;Neutre;faibles;sec;0;0;0;0;0;0;522936,03;8586932,22
2021;Avril;07/07/2021;2;Koungou;Koungou;PU;Neutre;faibles;sec;1;0;0;0;0;0;523367,81;8592152,36
2021;mai;18/05/2021;7;Koungou;koungou;PU;Neutre;faibles;sec;22;0;0;0;0;0;522822,77;8592305,64
2021;Juin;29/04/2021;7;Koungou;koungou;PU;Neutre;faibles;sec;59;0;0;0;0;0;522822,77;8592305,64
2021;mai;01/09/2021;4;Koungou;Koungou;PU;Neutre;faibles;sec;15;0;0;1;1;1;522716,33;8592232,18
2021;Juin;01/10/2021;7;Koungou;Koungou;PU;Neutre;faibles;sec;88;0;0;2;2;2;522822,77;8592305,64
2021;Août;16/06/2021;8;Koungou;koungou;PU;Neutre;faibles;sec;16;0;7;0;0;7;522936,03;8586932,22
2021;Février;16/06/2021;4;Koungou;koungou;PU;Neutre;faibles;sec;0;0;0;8;8;8;522716,33;8592232,18
2021;Février;16/06/2021;7;Koungou;koungou;PU;Neutre;faibles;sec;0;0;0;8;8;8;522822,77;8592305,64
2021;Mars ;05/08/2021;8;Koungou;Koungou;PU;Neutre;faibles;sec;0;0;0;8;8;8;522936,03;8586932,22
2021;Mars ;20/08/2021;4;Koungou;Koungou;PU;Neutre;faibles;sec;0;0;0;8;8;8;522716,33;8592232,18
2021;Mars ;20/08/2021;7;Koungou;Koungou;PU;Neutre;faibles;sec;0;0;0;8;8;8;522822,77;8592305,64
2021;Mars ;27/08/2021;8;Koungou;Koungou;PU;Neutre;faibles;sec;0;0;0;8;8;8;522936,03;8586932,22
2021;Mars ;24/09/2021;1;Koungou;Koungou;U;Neutre;faibles;sec;0;0;0;8;8;8;522706,99;8592096,84
2021;Mars ;08/06/2021;3;Koungou;koungou;PU;Neutre;faibles;sec;1;0;0;8;8;8;522693,5;8592187,42
2021;Avril;20/08/2021;3;Koungou;Koungou;PU;Neutre;faibles;sec;1;0;0;8;8;8;522693,5;8592187,42
2021;Avril;15/07/2021;8;Koungou;Koungou;PU;Neutre;faibles;sec;5;0;0;8;8;8;522940,17;11408039,1
2021;Avril;06/05/2021;5;Koungou;koungou;PU;Neutre;faibles;sec;11;0;0;8;8;8;522709,17;8592231,19
2021;Avril;15/07/2021;7;Koungou;Koungou;PU;Neutre;faibles;sec;11;0;0;8;8;8;522822,37;11408194,9
2021;Avril;01/09/2021;8;Koungou;Koungou;PU;Neutre;faibles;sec;11;0;0;8;8;8;522936,03;8586932,22
2021;Avril;09/09/2021;7;Koungou;Koungou;PU;Neutre;faibles;sec;11;0;0;8;8;8;522822,77;8592305,64
2021;mai;05/08/2021;7;Koungou;Koungou;PU;Neutre;faibles;sec;17;0;0;8;8;8;522822,77;8592305,64
2021;mai;09/09/2021;3;Koungou;Koungou;PU;Neutre;faibles;sec;17;0;0;8;8;8;522693,5;8592187,42
2021;mai;01/09/2021;7;Koungou;Koungou;PU;Neutre;faibles;sec;24;0;0;8;8;8;522822,77;8592305,64
2021;mai;26/05/2021;4;Koungou;koungou;PU;Neutre;faibles;sec;25;0;0;8;8;8;522709,17;8592232,19
2021;mai;26/05/2021;2;Koungou;koungou;PU;Neutre;faibles;sec;27;0;0;8;8;8;523367,81;8592152,36
2021;mai;08/10/2021;7;Koungou;Koungou;PU;Neutre;faibles;sec;29;0;0;8;8;8;522822,77;8592305,64
2021;mai;02/06/2021;5;Koungou;koungou;PU;Neutre;faibles;sec;31;0;0;8;8;8;522709,17;8592231,19
2021;Juin;26/05/2021;5;Koungou;koungou;PU;Neutre;faibles;sec;37;0;0;8;8;8;522709,17;8592231,19
2021;Juin;02/06/2021;4;Koungou;koungou;PU;Neutre;faibles;sec;39;0;0;8;8;8;522716,33;8592232,18
2021;Juin;27/08/2021;4;Koungou;Koungou;PU;Neutre;faibles;sec;40;0;0;8;8;8;522716,33;8592232,18
2021;Juin;24/09/2021;2;Koungou;Koungou;U;Neutre;faibles;sec;49;0;0;8;8;8;523367,81;8592152,36
2021;Juin;24/09/2021;8;Koungou;Koungou;U;Neutre;faibles;sec;62;0;0;8;8;8;522936,03;8586932,22
2021;Juin;01/10/2021;4;Koungou;Koungou;PU;Neutre;faibles;sec;68;0;0;8;8;8;522716,33;8592232,18
2021;Juillet ;29/03/2021;7;Koungou;koungou;U;Neutre;faibles;sec;132;0;0;8;8;8;522822,77;8592305,64
2021;Juillet ;15/07/2021;3;Koungou;Koungou;PU;Neutre;faibles;sec;166;0;0;8;8;8;522693,5;8592187,42
2021;Juillet ;15/07/2021;4;Koungou;Koungou;PU;Neutre;faibles;sec;166;0;0;8;8;8;522716,33;8592232,18
2021;Juin;16/06/2021;3;Koungou;koungou;PU;Neutre;faibles;sec;65;57;0;8;8;8;522693,5;8592187,42
2021;Février;16/06/2021;2;Koungou;koungou;PU;Neutre;faibles;sec;0;19;0;8;8;8;523367,81;8592152,36
2021;Juillet ;15/07/2021;1;Koungou;Koungou;PU;Neutre;faibles;sec;166;1;1;8;8;9;522706,99;8592096,84
2021;Juillet ;09/09/2021;8;Koungou;Koungou;PU;Neutre;faibles;sec;23;2;2;8;8;10;522936,03;8586932,22
2021;Août;07/07/2021;1;Koungou;Koungou;PU;Neutre;faibles;sec;25;3;3;8;8;11;522706,99;8592096,84
2021;Août;01/10/2021;1;Koungou;Koungou;PU;Neutre;faibles;sec;27;3;3;8;8;11;522706,99;8592096,84
2021;Août;09/09/2021;4;Koungou;Koungou;PU;Neutre;faibles;sec;13;5;5;8;8;13;522716,33;8592232,18
2021;Août;29/07/2021;3;Koungou;Koungou;PU;Neutre;faibles;sec;32;6;6;8;8;14;522693,5;8592187,42
2021;Août;23/07/2021;2;Koungou;Koungou;PU;Neutre;faibles;sec;19;11;11;8;8;19;523367,81;8592152,36
2021;Août;29/07/2021;8;Koungou;Koungou;PU;Neutre;faibles;sec;29;11;11;8;8;19;522936,03;8586932,22
2021;Août;24/09/2021;7;Koungou;Koungou;U;Neutre;faibles;sec;73;11;11;8;8;19;522822,77;8592305,64
2021;Juin;02/06/2021;1;Koungou;koungou;PU;Neutre;faibles;sec;73;19;19;0;0;19;522706,99;8592096,84
2021;Février;18/05/2021;8;Koungou;koungou;PU;Neutre;faibles;sec;0;19;19;8;8;19;522936,03;8586932,22
2021;Février;08/06/2021;5;Koungou;koungou;PU;Neutre;faibles;sec;0;19;19;8;8;19;522709,17;8592231,19
2021;Mars ;21/10/2021;7;Koungou;Koungou;PU;Neutre;faibles;sec;0;19;19;8;8;19;522822,77;8592305,64
2021;Avril;30/06/2021;4;Koungou;Koungou;PU;Neutre;faibles;sec;1;19;19;8;8;19;522716,33;8592232,18
2021;Avril;30/06/2021;7;Koungou;Koungou;PU;Neutre;faibles;sec;9;19;19;8;8;19;522822,77;8592305,64
2021;mai;05/08/2021;4;Koungou;Koungou;PU;Neutre;faibles;sec;12;19;19;8;8;19;522716,33;8592232,18
2021;mai;16/09/2021;7;Koungou;Koungou;PU;Neutre;faibles;sec;27;19;19;8;8;19;522822,77;8592305,64
2021;mai;16/09/2021;4;Koungou;Koungou;PU;Neutre;faibles;sec;32;19;19;8;8;19;522716,33;8592232,18
2021;Juin;16/09/2021;8;Koungou;Koungou;PU;Neutre;faibles;sec;47;19;19;8;8;19;522936,03;8586932,22
2021;Juin;16/09/2021;6;Koungou;Koungou;PU;Neutre;faibles;sec;63;19;19;8;8;19;522787,51;8592320,48
2021;Juin;30/06/2021;3;Koungou;Koungou;PU;Neutre;faibles;sec;65;19;19;8;8;19;522693,5;8592187,42
2021;Juillet ;30/06/2021;6;Koungou;Koungou;PU;Neutre;faibles;sec;114;19;19;8;8;19;522787,1;11408179,9
2021;Juillet ;23/03/2021;8;Koungou;koungou;PU;Neutre;faibles;sec;207;19;19;8;8;19;522936,03;8586932,22
2021;Juillet ;20/08/2021;8;Koungou;Koungou;PU;Neutre;faibles;sec;430;19;19;8;8;19;522936,03;8586932,22
2021;Juillet ;20/08/2021;2;Koungou;Koungou;PU;Neutre;faibles;sec;166;19;19;8;8;19;523367,81;8592152,36
2021;Juillet ;09/09/2021;5;Koungou;Koungou;PU;Neutre;faibles;sec;166;19;19;8;8;19;522709,17;8592231,19
2021;Juillet ;04/11/2021;1;Koungou;Koungou;PU;Neutre;faibles;sec;166;19;19;8;8;19;522706,99;8592096,84
2021;Juillet ;04/11/2021;2;Koungou;Koungou;PU;Neutre;faibles;sec;166;19;19;8;8;19;523367,81;8592152,36
2021;Juillet ;04/11/2021;3;Koungou;Koungou;PU;Neutre;faibles;sec;166;19;19;8;8;19;522693,5;8592187,42
2021;Juillet ;04/11/2021;4;Koungou;Koungou;PU;Neutre;faibles;sec;166;19;19;8;8;19;522716,33;8592232,18
2021;Juillet ;04/11/2021;5;Koungou;Koungou;PU;Neutre;faibles;sec;166;19;19;8;8;19;522709,17;8592231,19
2021;Juillet ;04/11/2021;6;Koungou;Koungou;PU;Neutre;faibles;sec;166;19;19;8;8;19;522787,51;8592320,59
2021;Juillet ;04/11/2021;7;Koungou;Koungou;PU;Neutre;faibles;sec;166;19;19;8;8;19;522822,77;8592305,64
2021;Juillet ;04/11/2021;8;Koungou;Koungou;PU;Neutre;faibles;sec;166;19;19;8;8;19;522986,94;8650098,85
2021;Septembre;29/07/2021;4;Koungou;Koungou;PU;Neutre;faibles;sec;41;17;17;3;3;20;522716,33;8592232,18
2021;Mars ;08/06/2021;7;Koungou;koungou;PU;Neutre;faibles;sec;1;19;19;1;1;20;522822,77;8592305,64
2021;mai;06/05/2021;7;Koungou;koungou;PU;Neutre;faibles;sec;27;19;19;2;2;21;522822,77;8592305,64
2021;Septembre;27/08/2021;7;Koungou;Koungou;PU;Neutre;faibles;sec;18;14;14;8;8;22;522822,77;8592305,64
2021;mai;09/09/2021;2;Koungou;Koungou;PU;Neutre;faibles;sec;33;19;19;3;3;22;523367,81;8592152,36
2021;Septembre;07/07/2021;5;Koungou;Koungou;PU;Neutre;faibles;sec;116;15;15;8;8;23;522709,17;8592231,19
2021;Septembre;24/09/2021;6;Koungou;Koungou;U;Neutre;faibles;sec;54;16;16;8;8;24;522787,51;8592320,59
2021;Octobre;30/06/2021;5;Koungou;Koungou;PU;Neutre;faibles;sec;24;19;137;8;8;145;522709,17;8592231,19
2021;Octobre;30/06/2021;1;Koungou;Koungou;PU;Neutre;faibles;sec;69;19;137;8;8;145;522706,99;8592096,84
2021;Septembre;09/09/2021;6;Koungou;Koungou;PU;Neutre;faibles;sec;143;17;17;8;8;25;522787,51;8592320,48
2021;Juin;02/06/2021;2;Koungou;koungou;PU;Neutre;faibles;sec;68;19;19;9;9;28;523367,81;8592152,36
2021;Septembre;23/07/2021;7;Koungou;Koungou;PU;Neutre;faibles;sec;56;21;21;8;8;29;522822,77;8592305,64
2021;Septembre;23/07/2021;1;Koungou;Koungou;PU;Neutre;faibles;sec;63;21;21;8;8;29;522706,99;8592096,84
2021;Septembre;29/07/2021;6;Koungou;Koungou;PU;Neutre;faibles;sec;83;22;22;8;8;30;522787,51;8592320,48
2021;Juin;24/09/2021;3;Koungou;Koungou;U;Neutre;faibles;sec;77;19;19;12;12;31;522693,5;8592187,42
2021;Juin;24/09/2021;4;Koungou;Koungou;U;Neutre;faibles;sec;61;19;19;17;17;36;522716,33;8592232,18
2021;Septembre;20/08/2021;1;Koungou;Koungou;PU;Neutre;faibles;sec;110;32;32;8;8;40;522706,99;8592096,84
2021;Juin;24/09/2021;5;Koungou;Koungou;U;Neutre;faibles;sec;36;19;19;22;22;41;522709,17;8592231,19
2021;Septembre;23/03/2021;7;Koungou;koungou;PU;Neutre;faibles;sec;149;19;36;8;8;44;522822,77;8592305,64
2021;Septembre;23/03/2021;1;Koungou;koungou;PU;Neutre;faibles;sec;309;19;36;8;8;44;522706,99;8592096,84
2021;Septembre;29/03/2021;4;Koungou;koungou;U;Neutre;faibles;sec;120;16;16;29;29;45;522716,33;8592232,18
2021;Septembre;23/07/2021;5;Koungou;Koungou;PU;Neutre;faibles;sec;46;38;38;8;8;46;522709,17;8592231,19
2021;Septembre;20/08/2021;6;Koungou;Koungou;PU;Neutre;faibles;sec;191;43;43;8;8;51;522787,51;8592320,48
2021;Septembre;23/07/2021;8;Koungou;Koungou;PU;Neutre;faibles;sec;89;44;44;8;8;52;522936,03;8586932,22
2021;Octobre;01/10/2021;5;Koungou;Koungou;PU;Neutre;faibles;sec;95;45;45;8;8;53;522709,17;8592231,19
2021;Octobre;23/07/2021;3;Koungou;Koungou;PU;Neutre;faibles;sec;77;49;49;8;8;57;522693,5;8592187,42
2021;Octobre;27/08/2021;2;Koungou;Koungou;PU;Neutre;faibles;sec;96;49;49;8;8;57;523367,81;8592152,36
2021;Octobre;23/03/2021;3;Koungou;koungou;PU;Neutre;faibles;sec;164;19;49;8;8;57;522693,5;8592187,42
2021;Octobre;29/07/2021;7;Koungou;Koungou;PU;Neutre;faibles;sec;73;56;56;8;8;64;522822,77;8592305,64
2021;Octobre;05/08/2021;6;Koungou;Koungou;PU;Neutre;faibles;sec;166;57;57;8;8;65;522787,51;8592320,48
2021;Octobre;06/05/2021;1;Koungou;koungou;PU;Neutre;faibles;sec;87;63;63;12;12;75;522706,99;8592096,84
2021;Octobre;15/07/2021;6;Koungou;Koungou;PU;Neutre;faibles;sec;99;73;73;8;8;81;521701,95;8592321,46
2021;Octobre;01/10/2021;6;Koungou;Koungou;PU;Neutre;faibles;sec;182;73;73;8;8;81;522787,51;8592320,59
2021;Octobre;20/08/2021;5;Koungou;Koungou;PU;Neutre;faibles;sec;128;77;77;8;8;85;522709,17;8592231,19
2021;Octobre;23/07/2021;6;Koungou;Koungou;PU;Neutre;faibles;sec;111;83;83;8;8;91;522787,51;8592320,48
2021;Septembre;09/03/2021;7;Koungou;koungou;PU;Neutre;faibles;sec;128;19;13;8;8;96;522822,77;8592305,64
2021;Octobre;18/05/2021;6;Koungou;koungou;PU;Neutre;faibles;sec;349;102;102;8;8;110;522787,51;8592320,48
2021;Octobre;06/05/2021;4;Koungou;koungou;PU;Neutre;faibles;sec;105;107;107;8;8;115;522716,33;8592232,18
2021;Octobre;23/03/2021;4;Koungou;koungou;PU;Neutre;faibles;sec;219;19;215;8;8;223;522716,33;8592232,18
2021;Août;09/03/2021;3;Koungou;koungou;PU;Neutre;faibles;sec;14;19;11;8;8;;522693,5;8592187,42
2021;Octobre;30/06/2021;8;Koungou;Koungou;PU;Neutre;faibles;sec;0;19;21;8;8;;522936,03;8586932,22
2021;Juillet ;15/07/2021;2;Koungou;Koungou;PU;Neutre;faibles;sec;166;0;0;8;8;8;523367,81;8592152,36
2021;Juillet ;05/08/2021;5;Koungou;Koungou;PU;Neutre;faibles;sec;166;0;0;8;8;8;522709,17;8592231,19
2021;Mars ;30/06/2021;2;Koungou;Koungou;PU;Neutre;faibles;sec;0;19;19;8;8;19;523367,81;8592152,36
2021;Mars ;16/09/2021;1;Koungou;Koungou;PU;Neutre;faibles;sec;0;19;19;8;8;19;522706,99;8592096,84
2021;Juillet ;16/09/2021;5;Koungou;Koungou;PU;Neutre;faibles;sec;116;19;19;8;8;19;522698,31;8592231,2
2021;Juillet ;07/07/2021;6;Koungou;Koungou;PU;Neutre;faibles;sec;166;19;19;8;8;19;522787,51;8592320,59
2021;Juillet ;15/07/2021;5;Koungou;Koungou;PU;Neutre;faibles;sec;166;19;19;8;8;19;522709,17;8592231,19
2021;Juillet ;23/07/2021;4;Koungou;Koungou;PU;Neutre;faibles;sec;166;19;19;8;8;19;522716,33;8592232,18
2021;Juillet ;09/09/2021;1;Koungou;Koungou;PU;Neutre;faibles;sec;166;19;19;8;8;19;522706,99;8592096,84
